@relation imdb-sentiment-2011-weka.filters.unsupervised.instance.Resample-S1-Z50.0-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-V

@attribute Text String
@attribute reviewLaenge NUMERIC
@attribute satzZeichenAnzahl NUMERIC
@attribute informationsDichte NUMERIC
@attribute class-att {pos,neg}

@data
'dont didnt well excellent top 10 favorite killer killer strict divine kill divine horrifying tension killed notintelligent twists like recommend favorite ',1524,16,0.1010498687664042,pos
'horrible horrible great notbad well waste awful lone 2/10 ',842,12,0.0688836104513064,neg
'loved bad hard notlike top likable dies snag fun killed good failed cool kills super ',974,10,0.08726899383983573,neg
'disappointed bad bizarre passion like stereotype best important humble wow interesting fell solid ',894,14,0.10961968680089486,neg
'impossible like brutal loser notnotsharp notwell plot bitter repressive ',1026,12,0.07017543859649122,pos
'notlove peace angry enemies notkill didnt evil supports wrong dont good pure manipulation dont destroy ',1416,19,0.07274011299435028,neg
'funny puppets like puppet hot right puppet crack liars hot fudge weird weird ',810,16,0.09506172839506173,pos
'hard notlike nightmare notgreat nightmare death death crappy great bad enjoyed nightmare nightmare nightmare nightmare nightmare recommend enjoy ',1121,23,0.12934879571810884,pos
'bomb lie deformed dies sad scary notdying worried suitable losing great attacks frighten good notlike ',817,7,0.12484700122399021,pos
'excellent loved great well hardened work didnt best dont spoil violent ',599,6,0.11853088480801335,pos
'lead like absurd cynical happy notmorbid death works troubles beautiful notexcellent notexcellent notnotwaste false worth ',1566,12,0.07790549169859515,pos
'work good dont pretty dont nice warm dont desert nice ridiculously dead ',900,15,0.08,neg
'favorite great adversary kill showdown well .... interesting enthusiasm .... ... ',1143,23,0.07086614173228346,pos
'breaking slow crap like like wounds ',284,3,0.1267605633802817,neg
'notfamous bad fun good worst decent didnt terrible retarded attack notlead zombie sinister like like plot bad bad bad win ',1396,14,0.08739255014326648,neg
'laughable talents recommendation ',458,6,0.07205240174672489,neg
'classic revenge excellent cold hard obsession won hero stolen supporting solid itchy showdown classic tense rocky good fist 8/10 ',1004,8,0.12848605577689243,pos
'oddest strikingly creepy trap loose masterfully dread powerfully spooky frightening ample lovely elegance bitterly ironic haunting hard shake unnerving desolate desert hopelessly stumble lost oasis seedy crummy lonely harmless killer lethal uncomfortably tension pleasingly ambiguous stubborn refusal rational excuse bizarre wrongly criticized weaknesses scary nightmare credible beautifully shadowy burns cramped profoundly unsettling excellent significant pretty great fine resilient well knife unusual trap well worth ',2675,14,0.19476635514018692,pos
'honest didnt like crap like masterpiece insult ridiculous 3 dont fun ',751,7,0.09187749667110519,neg
'great concerned disappointed great great great capable swift lovely disappoint well concerned good great ',1127,10,0.09316770186335403,pos
'illness seriousness poignant notgrace sadly death dedicated popular handsome warm difficult hard urgent impatient disdain romantic love notprotect suffering notnoteasier inevitably absence frustrated illness notplot excuse pleasure joke thoughtful considerate good love love dying unforgettable incongruously death ',2956,22,0.10656292286874154,pos
'loved appeal 9 10 best nervous underdog fatal happy reluctant ',740,8,0.08378378378378379,neg
'wasted wasted productive useful crap not10 redemption notburn ',853,7,0.07268464243845252,neg
'nourishment stupid safe didnt miraculously clear didnt fall notcrash dangerous nice safely ',690,7,0.1318840579710145,neg
'stuck die shark best myth ',383,26,0.06788511749347259,pos
'worst brilliant sexy rich crap insane horrific badly awful lead gold 1 ',659,7,0.10773899848254932,neg
'notodd wrong notvicious exploitation boring pointless amusing strange wrong easy mistake notwrong unsuccessful wrong ',1429,14,0.08187543736878937,neg
'great lively fun wonderful helped fabulous dont accurate accurate dont like popular ',722,10,0.11634349030470914,pos
'scarred didnt kill inventive creepy cruel uncomfortable suicide impossible killer killer twist twist good beautiful not3 effectively tragic suicide ',1697,22,0.08721272834413671,neg
'crashes survivor 6 like death evil worried worried successful dont rip-off terrible great destruction sinister lack plot killing needless disgusting mess boring 6 annoying stuck better notscary bland tension threat reasonably well poor great poor rip-off notgood not',2989,21,0.08899297423887588,neg
'great great award winner kill troubled sincerity warmth love reputation anger happiness ',1513,3,0.05816259087904825,pos
'wonderful drag great blind drag hero notmaster warp spiritual drag notgreat best best agony well talents crooked confrontation tension notmanipulative evil honor tense memorable complaints exciting lack standout deaf crippled comfortable not3 wont better ',2948,14,0.08649932157394843,pos
'amusing pretty siege siege 2 notpositive good like drag pretty cool better fans supporting important supporting popular ',1022,7,0.11741682974559686,neg
'engaging nice cute excellent humor menace dont worry steal ',334,7,0.17664670658682635,pos
'didnt precisely notenjoy slowly exciting bad impossible notregret beautiful ruthless wonderfully unforgettable excellent violent strained sober violent powerful striking excellent ',1091,12,0.16498625114573787,pos
'notbetter infamous prison conservative best steals defeat breaks bogus unravel scam happily spoil funny romantic intelligent ',1798,15,0.06952169076751946,pos
'hilarious stupid shock shock parody brilliant dont clever rude notpoor notpointless better wonder puppet wonders annoying funny patience patience patient funny stupid ',1151,12,0.14509122502172025,pos
'soft restored 3 promising debacle notnaughty ',726,6,0.06198347107438017,pos
'notstupidity shame mediocre bad spite liked kill utterly moronic plot frustrated wonder dont like garbage like admire adamantly attacks far-fetched funny oblivious pain right evil bad loses seriousness ',1876,21,0.10767590618336886,neg
'crippled revenge lame lifeless ironical provoke dire mediocre 10 moody ill-fated best sorry ',1041,2,0.08837656099903939,neg
'worst didnt dark grotesque proper didnt unable blurt boring disturbing unappealing ',935,15,0.08877005347593583,neg
'worth like choppy shaky cheap notlike creeps unnecessary funny enough terrible pity ',1144,15,0.07342657342657342,neg
'darkness dark profound futility irony great notmeaningless great wasted futility significant appreciated notlie difficult tiresome darkness important difficulty good notrecommend ',1402,10,0.1276747503566334,neg
'better favor support regret bad fun bad bad bad bad 2 1 better decent freak like ',1182,18,0.06852791878172589,neg
'bad stuck 2 2 morons damn credible ashamed like ',337,11,0.142433234421365,neg
'terror spooky exquisite flawless superb fairly logical appropriate abrupt mar entertaining great incredulous skepticism dead afford 10 fairly dreadful terrible pity badly pan well worth modern love enjoy well ',1705,13,0.12258064516129032,pos
'excitement great enjoy ',366,4,0.06284153005464481,pos
'exploitation talent best best best notbad great good best ',572,8,0.10139860139860139,pos
'good terrible cliche dead poignant ',326,2,0.10736196319018405,neg
'excuse cry solid ',807,16,0.021065675340768277,neg
'controversial loose love recommended great great ',664,10,0.07379518072289157,pos
'love like better humor notnotnotlover loved funny amazing funny fun recommend prefer humor ',728,10,0.125,pos
'generous 2 favorite fairly well fairly well enough praise sucks dark dont profound slowly addicted dont worry like dont bad loud honest like magic crappy like sucks powerful good wins bad bad incredibly stupid punch modern cool bad didnt dont sucker dont waste hack good covenant dark ',4180,57,0.06818181818181818,neg
'bad lacks attractive like like hot ridiculous fat notfat notstereotypical notstupid funny pretty funny notlike stupid hilarious dont like like ',1202,21,0.11896838602329451,neg
'annoy amuse intelligent dislike notidiotic fault inescapable nice ',777,7,0.08494208494208494,neg
'dead ',480,9,0.010416666666666666,neg
'well worst better plot mercy crap not3 ',675,13,0.057777777777777775,neg
'talented famous scratches limited fantastic well brilliant like fun love ',965,10,0.07564766839378238,pos
'funny unrealistic like fall love lead horrendous cheesy stupid work poorly like badly wasted 2 dont punch ',649,7,0.1633281972265023,neg
'good terrible well burn good love sorry enjoyment well waste ',962,25,0.06340956340956341,neg
'better trapped love afraid affection free like lost mediocre fresh ',722,4,0.09279778393351801,pos
'notgreat notnotappropriate works works gained good wonderful perfect beautiful classic well enough ',670,6,0.14776119402985075,pos
'contempt great monster lose misfortune lose cynical die cynicism poor awful plot like improve mistakenly famous didnt notgood worst notfault awful lackluster sad ironically ',2090,11,0.08277511961722488,neg
'daring important entertaining plot morality notenjoyed hell illegal notclear raped breaking enough hurt killed depression pretty menial like tragedy insinuate top wonderful gritty morality hurt brave important evil disappointment detracted wicked like magical leading like better amazing well worth fans unusual ',3362,26,0.09280190362879238,pos
'taut lead impediment stunning devious manipulative appreciate ',430,3,0.14418604651162792,pos
'appallingly bad horrible charm ghastly smiles cute slap fake horrible horrible 10 dont waste rubbish genuine ',628,11,0.1735668789808917,neg
'stooges liked notlike favorite stooge like like great funny silly loved tangled badly scary like deformed bad stooges bad stooges ',1017,8,0.127826941986234,pos
